Acronimo_t,Acronimo_t_1,Agente_libre,Altura_t,Altura_t_1,Anio_de_agente_libre_t,Anio_de_agente_libre_t_1,Anio_t,Anios_de_contrato_t,Anios_de_contrato_t_1,Antiguedad_t,Antiguedad_t_1,Bateos_en_contra_2_t,Bateos_en_contra_2_t_1,Bateos_en_contra_t,Bateos_en_contra_t_1,Bono_por_firma_t,Bono_por_firma_t_1,Cantidad_agentes_libres_t,Cantidad_agentes_libres_t_1,Cantidad_de_equipos_t,Cantidad_de_equipos_t_1,Carreras_en_contra_2_t,Carreras_en_contra_2_t_1,Carreras_en_contra_t,Carreras_en_contra_t_1,Carreras_ganadas_2_t,Carreras_ganadas_2_t_1,Carreras_ganadas_t,Carreras_ganadas_t_1,Comando_2_t,Comando_2_t_1,Comando_t,Comando_t_1,Control_2_t,Control_2_t_1,Control_t,Control_t_1,Dominio_2_t,Dominio_2_t_1,Dominio_t,Dominio_t_1,ERA_2_t,ERA_2_t_1,ERA_t,ERA_t_1,Edad_al_firmar_t,Edad_al_firmar_t_1,Edad_t,Equipo_t,Equipo_t_1,Estado_t,Ganancias_t,Ganancias_t_1,Inning_pitched_2_t,Inning_pitched_2_t_1,Inning_pitched_t,Inning_pitched_t_1,Juegos_iniciados_t,Juegos_iniciados_t_1,Juegos_t,Juegos_t_1,Juegos_totales_t,Juegos_totales_t_1,Jugador,Losses_2_t,Losses_2_t_1,Losses_t,Losses_t_1,Pago_efectivo_t,Pago_efectivo_t_1,Pennants_won_t,Pennants_won_t_1,Peso_t,Peso_t_1,Playoffs_t,Playoffs_t_1,Posicion_t,Posicion_t_1,Promedio_victorias_t,Promedio_victorias_t_1,Saves_2_t,Saves_2_t_1,Saves_t,Saves_t_1,Strike_outs_2_t,Strike_outs_2_t_1,Strike_outs_t,Strike_outs_t_1,Sueldo_ajustado_t,Sueldo_ajustado_t_1,Sueldo_base_t,Sueldo_base_t_1,Sueldo_porcentual_t,Sueldo_porcentual_t_1,Sueldo_regular_t,Sueldo_regular_t_1,TVS_2_t,TVS_2_t_1,TVS_t,TVS_t_1,Valor_contrato_promedio_t,Valor_contrato_promedio_t_1,Valor_contrato_total_t,Valor_contrato_total_t_1,Valor_del_contrato_t,Valor_del_contrato_t_1,Victorias_t,Victorias_t_1,WAR_2_t,WAR_2_t_1,WAR_t,WAR_t_1,WHIP_2_t,WHIP_2_t_1,WHIP_t,WHIP_t_1,WS_ganadas_t,WS_ganadas_t_1,Walks_2_t,Walks_2_t_1,Walks_t,Walks_t_1,Wins_2_t,Wins_2_t_1,Wins_t,Wins_t_1,ln_Sueldo_ajustado_t,ln_Sueldo_base_t,ln_Sueldo_regular_t
PHI,CIN,Si,6.4,6.4,2022,2022,2021,1,1,0,0,2601,289,51,17,0,0,6,4,2,2,576,36,24,6,441,36,21,6,3.305785123966942,36.0,1.8181818181818181,6.0,0.0022973120499712833,0.000331783902508618,0.04793028322440087,0.01821493624772313,0.007594419999905071,0.011944220490310247,0.08714596949891068,0.10928961748633878,13.7641,8.7025,3.71,2.95,28,27,28,Philadelphia Phillies,Cincinnati Reds,Pennsylvania,16226033,10226033,2601.0,334.89000000000004,51.0,18.3,0,0,53,16,162,59,Archie Bradley,9,0,3,0,6000000,534592,7,10,215.0,215,14,16,RP,RP,0.5061728395061729,0.5254237288135594,4,36,2,6,1600,324,40,18,6000000,534592,6000000,4100000,0.03,0.01,6000000,4100000,336.3556,0.0,18.34,0.0,6000000,4100000,158800000,144825000,6000000,4100000,82,31,0.4624000000000001,0.0324,0.68,0.18,2.0448999999999997,1.1881000000000002,1.43,1.09,2,5,484,9,22,3,49,4,7,2,15.60727002719233,15.60727002719233,15.60727002719233
NYY,NYY,No,6.4,6.4,2023,2023,2021,3,3,2,1,1296,36,36,6,2200000,2200000,4,2,2,2,529,16,23,4,441,16,21,4,6.515927977839336,30.25,2.5526315789473686,5.5,0.005624259941453947,0.001442989730422462,0.07499506611407145,0.03798670465337132,0.0366472727071608,0.043650439345279485,0.19143477402802447,0.20892687559354226,11.289599999999998,9.5481,3.36,3.09,31,31,33,New York Yankees,New York Yankees,New York,131066491,116227782,3169.6899999999996,136.89,56.3,11.7,0,0,61,13,162,60,Aroldis Chapman,16,1,4,1,14838709,5555555,40,40,218.0,218,57,56,RP,RP,0.5679012345679012,0.55,900,9,30,3,9409,484,97,22,14838710,7755556,15000000,15000000,0.072,0.069,17200000,17200000,327.61000000000007,0.0,18.1,0.0,16000000,16000000,111300000,336500000,48000000,48000000,92,33,2.3104,0.16809999999999997,1.52,0.41,1.7161000000000002,0.7395999999999999,1.31,0.86,27,27,1444,16,38,4,36,1,6,1,16.512749864701398,16.523560759066484,16.660419941783683
SD,SD,No,6.3,6.3,2025,2025,2021,1,1,1,1,784,9,28,3,0,0,4,2,5,5,784,4,28,2,576,4,24,2,4.715102040816326,12.25,2.1714285714285713,3.5,0.005445400656799779,0.0030864197530864196,0.07379295804343243,0.05555555555555555,0.025675619749939198,0.03780864197530864,0.16023613746573898,0.19444444444444445,16.81,20.25,4.1,4.5,29,28,30,San Diego Padres,San Diego Padres,California,1644688,1064488,2777.2900000000004,16.0,52.7,4.0,0,0,65,3,162,61,Austin Adams,4,0,2,0,580200,91524,2,2,220.0,220,6,6,RP,RP,0.4876543209876543,0.6229508196721312,0,0,0,0,5776,49,76,7,580200,91524,580200,570900,0.003,0.001,580200,570900,408.44410000000005,0.0,20.21,0.0,580200,570900,25200000,43000000,580200,570900,79,38,0.0256,0.0004,0.16,0.02,1.44,1.5625,1.2,1.25,0,0,1225,4,35,2,9,0,3,0,13.27112815066944,13.27112815066944,13.27112815066944
BOS,PIT,No,6.4,6.4,2026,2025,2021,1,1,1,1,576,121,24,11,0,0,6,3,1,2,289,64,17,8,225,64,15,8,5.4444444444444455,6.25,2.3333333333333335,2.5,0.002570194419144093,0.001100082781229287,0.050697084917617236,0.03316749585406301,0.013993280726451172,0.006875517382683046,0.11829319814110688,0.08291873963515754,26.3169,116.64000000000001,5.13,10.8,27,26,28,Boston Red Sox,Pittsburgh Pirates,Massachusetts,1120511,605268,691.69,44.89,26.3,6.7,0,0,29,9,162,59,Austin Davis,4,0,2,0,205465,52955,14,9,230.0,230,25,17,RP,RP,0.5679012345679012,0.3220338983050847,0,0,0,0,784,25,28,5,205465,52955,588000,563500,0.001,0.002,588000,563500,0.0,0.0,0.0,0.0,588000,563500,31850000,3900000,588000,563500,92,19,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.8769000000000002,3.8024999999999998,1.37,1.95,9,5,144,4,12,2,1,0,1,0,12.233030982111256,13.284482226880764,13.284482226880764
COL,STL,No,6.5,6.5,2026,2025,2021,1,1,0,0,10404,361,102,19,0,0,1,2,1,2,4096,36,64,6,3364,36,58,6,7.596073765615704,3.24,2.7560975609756095,1.8,0.0015610761187680453,0.0033029462280354076,0.03951045581574636,0.05747126436781609,0.011858049351903136,0.01070154577883472,0.10889467090681314,0.10344827586206896,20.5209,3.4596000000000005,4.53,1.86,27,26,27,Colorado Rockies,St. Louis Cardinals,Colorado,2038011,1462511,13294.09,841.0,115.3,29.0,23,4,24,14,161,58,Austin Gomber,81,1,9,1,575500,211111,1,23,220.0,220,5,30,SP,SP,0.4596273291925465,0.5172413793103449,0,0,0,0,12769,729,113,27,575500,211111,575500,570000,0.005,0.003,575500,570000,2700.8808999999997,6835.982400000001,51.97,82.68,575500,570000,0,7000000,575500,570000,74,30,0.3844,0.5184,0.62,0.72,1.5376,1.3688999999999998,1.24,1.17,0,11,1681,225,41,15,81,1,9,1,13.262994507144075,13.262994507144075,13.262994507144075
WSH,WSH,No,6.2,6.2,2026,2026,2021,1,1,1,1,3249,3249,57,57,0,0,6,10,1,1,1225,1296,35,36,1156,1225,34,35,4.440051020408164,5.975308641975309,2.107142857142857,2.4444444444444446,0.002947961448936589,0.0016193741928431757,0.05429513282916425,0.04024144869215292,0.01308909923947483,0.009676260609087618,0.11440760131859609,0.09836798569192935,28.5156,40.1956,5.34,6.34,28,27,29,Washington Nationals,Washington Nationals,Washington DC,1512077,924377,3283.2899999999995,2470.09,57.3,49.7,1,11,49,11,162,62,Austin Voth,1,25,1,5,587700,210704,1,1,201.0,201,6,6,RP,SP,0.4012345679012346,0.4193548387096774,0,0,0,0,3481,1936,59,44,587700,210704,587700,568900,0.004,0.003,587700,568900,95.84409999999998,596.8249,9.79,24.43,587700,568900,28000000,316750000,587700,568900,65,26,1.5011196963456546,0.07840000000000001,1.22520190023753,0.28,2.1904,2.2801,1.48,1.51,1,1,784,324,28,18,16,4,4,2,13.283971892600741,13.283971892600741,13.283971892600741
HOU,HOU,No,6.3,6.3,2026,0,2021,1,1,0,0,1444,169,38,13,0,0,5,3,2,2,361,49,19,7,225,25,15,5,3.473140495867768,2.0069444444444446,1.8636363636363635,1.4166666666666667,0.0032772124247790026,0.004148936446072903,0.05724694249284413,0.06441223832528181,0.011382219186060959,0.008326684950799088,0.10668748373666406,0.09125067096081589,9.985600000000002,4.752400000000001,3.16,2.18,25,24,25,Houston Astros,Houston Astros,Texas,1349100,750000,1823.2900000000002,428.48999999999995,42.7,20.7,0,0,51,22,162,60,Blake Taylor,16,1,4,1,599100,0,4,3,220.0,220,15,14,RP,RP,0.5864197530864198,0.4833333333333333,0,1,0,1,1681,289,41,17,599100,563500,599100,563500,0.003,0.007,599100,563500,631.0144,6255.2281,25.12,79.09,599100,563500,76100000,15650000,599100,563500,95,29,0.1024,0.48999999999999994,0.32,0.7,1.9880999999999998,1.4641,1.41,1.21,1,1,484,144,22,12,16,4,4,2,13.303183808072017,13.303183808072017,13.303183808072017
LAD,LAD,Si,6.5,6.5,0,2021,2021,2,1,1,1,2116,529,46,23,2000000,0,7,4,5,5,400,225,20,15,256,121,16,11,11.559999999999999,7.5625,3.4,2.75,0.001476108917377083,0.001196268613892903,0.03842016290149071,0.03458711629917856,0.01706381908487908,0.00904678139256508,0.13062855386506841,0.09511456982274104,3.9601,14.8996,1.99,3.86,32,31,33,Los Angeles Dodgers,Los Angeles Dodgers,California,21034759,14034759,5227.29,660.49,72.3,25.7,0,0,72,27,162,59,Blake Treinen,25,9,5,3,7000000,3703704,25,25,225.0,225,35,34,RP,RP,0.654320987654321,0.711864406779661,49,1,7,1,7225,484,85,22,8000000,3703704,6000000,10000000,0.03,0.03,8000000,10000000,5893.6329,838.6816,76.77,28.96,8750000,10000000,160320500,15813500,17500000,10000000,106,42,5.475599999999999,0.38616860499155536,2.34,0.6214246575342464,0.9603999999999999,1.4641,0.98,1.21,7,7,625,64,25,8,36,9,6,3,15.89495209964411,15.60727002719233,15.89495209964411
KC,KC,No,6.5,6.5,2024,2024,2021,1,1,0,0,24964,1521,158,39,0,0,5,3,2,2,7921,256,89,16,6400,225,80,15,3.515625,4.238754325259515,1.875,2.0588235294117645,0.002828864297521825,0.0011924444901616935,0.05318706889387518,0.034531789559211865,0.009945226045975166,0.005054479240304755,0.09972575417601597,0.07109486085720089,29.052099999999996,6.100900000000001,5.39,2.47,25,24,25,Kansas City Royals,Kansas City Royals,Missouri,4825212,1475212,17875.69,2992.09,133.7,54.7,26,9,26,9,163,59,Brad Keller,144,9,12,3,3350000,227037,4,4,255.0,255,9,9,SP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,14400,1225,120,35,3350000,227037,3350000,613000,0.037,0.007,3350000,613000,272.5801000000001,9216.0,16.51,96.0,3350000,613000,41500000,7550000,3350000,613000,75,25,1.5011196963456546,3.1329000000000002,1.22520190023753,1.77,2.7556,1.0404,1.66,1.02,2,2,4096,289,64,17,64,25,8,5,15.02447090380125,15.02447090380125,15.02447090380125
CHC,CHC,No,6.9,6.9,2026,2026,2021,1,1,0,0,100,1,10,1,0,0,10,4,2,2,0,4,0,2,0,4,0,2,7.839999999999999,4.0,2.8,2.0,0.0042718612499466025,0.012345679012345678,0.06535947712418301,0.1111111111111111,0.03349139219958135,0.04938271604938271,0.1830065359477124,0.2222222222222222,0.0,324.0,0.0,18.0,29,28,29,Chicago Cubs,Chicago Cubs,Illinois,976163,583587,289.0,1.0,17.0,1.0,0,0,15,1,162,58,Brad Wieck,0,0,0,0,392576,211667,17,17,255.0,255,21,21,RP,RP,0.4382716049382716,0.5517241379310345,0,0,0,0,784,4,28,2,392576,211667,570500,571500,0.003,0.002,570500,571500,0.0,0.0,0.0,0.0,570500,571500,24500000,2650000,570500,571500,71,32,0.5184,0.38616860499155536,0.72,0.6214246575342464,1.3923999999999999,4.0,1.18,2.0,3,3,100,1,10,1,0,0,0,0,12.880485428033868,13.254268448284268,13.254268448284268
KC,KC,No,6.5,6.5,2026,0,2021,1,1,0,0,21316,2704,146,52,0,0,5,3,2,2,6561,841,81,29,4900,841,70,29,6.109291562833749,7.034026465028354,2.4716981132075473,2.652173913043478,0.002106751964546207,0.001579605754888962,0.045899367801160475,0.03974425436322793,0.012870762001985565,0.011110988684200053,0.11344938079154758,0.10540867461551755,24.1081,16.483599999999996,4.91,4.06,24,23,24,Kansas City Royals,Kansas City Royals,Missouri,2943674,2349974,16460.890000000003,4134.49,128.3,64.3,27,12,27,12,163,59,Brady Singer,100,25,10,5,593700,202474,4,4,215.0,215,9,9,SP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,17161,3721,131,61,593700,202474,593700,563500,0.007,0.006,593700,563500,665.1241,6093.363600000001,25.79,78.06,593700,563500,41500000,7550000,593700,563500,75,25,0.0036,1.2321000000000002,0.06,1.11,2.4025000000000003,1.3688999999999998,1.55,1.17,2,2,2809,529,53,23,25,16,5,4,13.294129420258766,13.294129420258766,13.294129420258766
MIL,MIL,No,6.4,6.4,2025,2025,2021,1,1,1,1,16900,3025,130,55,0,0,4,9,1,1,2916,676,54,26,2601,625,51,25,24.078420767982692,25.55864197530864,4.906976744186046,5.055555555555555,0.0007100538934745351,0.0007364190518972916,0.02664683646278738,0.027137042062415195,0.017096976415024216,0.018821870891239108,0.13075540682902645,0.13719282375998793,6.5536,9.302499999999998,2.56,3.05,27,26,28,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,7238123,3963123,32148.490000000005,5431.6900000000005,179.3,73.7,30,13,30,13,162,60,Brandon Woodruff,100,25,10,5,3275000,234481,1,1,243.0,243,8,7,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,44521,8281,211,91,3275000,234481,3275000,633100,0.033,0.006,3275000,633100,9631.4596,7037.5321,98.14,83.89,3275000,633100,45400000,49875000,3275000,633100,95,29,31.809599999999996,4.2436,5.64,2.06,0.9216,0.9801,0.96,0.99,0,0,1849,324,43,18,81,9,9,3,15.001828427051489,15.001828427051489,15.001828427051489
MIL,MIL,No,6.4,6.4,2024,2024,2021,2,2,1,0,5184,900,72,30,0,50000,4,9,1,1,1156,169,34,13,625,121,25,11,8.265625,57.76,2.875,7.6,0.0013235169733813853,0.0003071400604132213,0.03638017280582083,0.01752541184717841,0.010939694983105515,0.01774040988946766,0.1045929968167349,0.1331931300385559,9.4249,9.796899999999999,3.07,3.13,30,30,31,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,3566140,2016140,5372.889999999999,1004.89,73.3,31.7,1,4,61,16,162,60,Brent Suter,25,0,5,0,1550000,433333,1,1,213.0,213,8,7,RP,SP,0.5864197530864198,0.4833333333333333,1,0,1,0,4761,1444,69,38,1550000,383333,1500000,900000,0.016,0.009,1550000,950000,3386.0760999999998,4116.5055999999995,58.19,64.16,1250000,1250000,45400000,49875000,2500000,2500000,95,29,0.3721,0.27040000000000003,0.61,0.52,1.7161000000000002,1.2321000000000002,1.31,1.11,0,0,576,25,24,5,144,4,12,2,14.253765488895429,14.22097566607244,14.253765488895429
MIL,MIL,Si,6.4,6.4,2022,2021,2021,1,1,1,1,10404,2500,102,50,0,0,4,9,1,1,2704,576,52,24,2025,484,45,22,4.290816326530613,10.240000000000002,2.0714285714285716,3.2,0.0010502400548696843,0.0005588808968920633,0.032407407407407406,0.02364066193853428,0.004506387174211249,0.005722940384174729,0.06712962962962964,0.07565011820330969,17.8084,17.7241,4.22,4.21,32,31,33,Milwaukee Brewers,Milwaukee Brewers,Wisconsin,62918051,60418051,9216.0,2209.0,96.0,47.0,24,10,24,10,162,60,Brett Anderson,81,16,9,4,2500000,1999852,1,1,230.0,230,8,7,SP,SP,0.5864197530864198,0.4833333333333333,0,0,0,0,3364,1024,58,32,2500000,1999852,2500000,5000000,0.025,0.048,2500000,5148000,1025.9209,3183.2164000000002,32.03,56.42,2500000,5000000,45400000,49875000,2500000,5000000,95,29,0.04000000000000001,0.34809999999999997,0.2,0.59,1.8225000000000002,1.6384,1.35,1.28,0,0,784,100,28,10,16,16,4,4,14.73180128983843,14.73180128983843,14.73180128983843
TEX,TEX,No,6.4,6.4,2026,2025,2021,1,1,1,1,4489,64,67,8,0,0,4,4,2,2,961,25,31,5,484,9,22,3,9.0,0.7901234567901234,3.0,0.8888888888888888,0.0006234404248123056,0.004627701420704337,0.024968789013732836,0.06802721088435375,0.0056109638233107495,0.0036564554435194766,0.0749063670411985,0.060468631897203334,10.112400000000001,3.3856,3.18,1.84,25,24,26,Texas Rangers,Texas Rangers,Texas,1720412,1130912,3881.2899999999995,216.08999999999997,62.3,14.7,0,0,66,15,162,59,Brett Martin,16,1,4,1,589500,211296,2,2,190.0,190,8,8,RP,RP,0.3703703703703703,0.3728813559322034,0,0,0,0,1764,64,42,8,589500,211296,589500,570500,0.006,0.003,589500,570500,1892.25,0.0,43.5,0.0,589500,570500,5865500,55750000,589500,570500,60,22,0.16000000000000003,0.1296,0.4,0.36,1.6900000000000002,1.3456,1.3,1.16,0,0,196,81,14,9,16,1,4,1,13.287029998959563,13.287029998959563,13.287029998959563
HOU,HOU,No,6.3,6.3,2026,2026,2021,1,1,2,1,1849,169,43,13,0,0,5,3,2,2,900,144,30,12,676,121,26,11,16.50390625,20.25,4.0625,4.5,0.0013163239596670113,0.0011111111111111111,0.036281179138321996,0.03333333333333333,0.02172448722497313,0.0225,0.1473922902494331,0.15,22.8484,24.5025,4.78,4.95,31,31,33,Houston Astros,Houston Astros,Texas,3037720,1037720,2401.0,400.0,49.0,20.0,0,0,58,21,162,60,Brooks Raley,9,1,3,1,2000000,152635,4,3,200.0,200,15,14,RP,RP,0.5864197530864198,0.4833333333333333,4,1,2,1,4225,729,65,27,2000000,152635,2000000,563500,0.01,0.002,2000000,563500,406.42560000000003,62.5681,20.16,7.91,563500,563500,76100000,15650000,563500,563500,95,29,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.44,0.9025,1.2,0.95,1,1,256,36,16,6,4,0,2,0,14.508657738524219,14.508657738524219,14.508657738524219
BAL,BAL,No,6.1,6.1,2027,0,2021,1,1,1,1,5625,36,75,6,0,0,3,2,1,1,1369,36,37,6,1296,36,36,6,6.479338842975206,12.25,2.5454545454545454,3.5,0.0014452347549456668,0.0010078105316200553,0.03801624330395715,0.031746031746031744,0.009364165684937214,0.012345679012345678,0.09676861931916365,0.1111111111111111,25.401600000000002,59.4441,5.04,7.71,25,24,26,Baltimore Orioles,Baltimore Orioles,Maryland,575894,44265,4134.49,49.0,64.3,7.0,13,1,14,2,162,62,Bruce Zimmermann,25,0,5,0,531629,34265,7,7,215.0,215,14,14,SP,SP,0.3209876543209876,0.4354838709677419,0,0,0,0,3136,49,56,7,531629,34265,571500,563500,0.013,0.002,571500,563500,0.0,0.0,0.0,0.0,571500,563500,3300000,3800000,571500,563500,52,27,0.4760999999999999,0.38616860499155536,0.69,0.6214246575342464,2.2801,1.2995999999999999,1.51,1.14,3,3,484,4,22,2,16,0,4,0,13.183701156628263,13.256019762217003,13.256019762217003
LAD,LAD,No,6.1,6.1,2026,2026,2021,1,1,0,0,1156,324,34,18,0,0,7,4,5,5,324,81,18,9,289,64,17,8,4.313609467455622,18.777777777777775,2.076923076923077,4.333333333333333,0.001881538974187178,0.00020466597489567147,0.04337671004337671,0.014306151645207437,0.00811622433244055,0.0038431721952631647,0.0900900900900901,0.0619933237958989,21.068099999999998,9.5481,4.59,3.09,22,21,22,Los Angeles Dodgers,Los Angeles Dodgers,California,881141,446166,1108.8899999999999,542.89,33.3,23.3,1,2,34,23,162,59,Brusdar Graterol,0,4,0,2,434975,209630,25,25,265.0,265,35,34,RP,SP,0.654320987654321,0.711864406779661,0,0,0,0,729,169,27,13,434975,209630,590500,566000,0.002,0.002,590500,566000,0.0,4502.409999999999,0.0,67.1,590500,566000,160320500,15813500,590500,566000,106,42,0.0004,0.07840000000000001,0.02,0.28,1.9880999999999998,0.81,1.41,0.9,7,7,169,9,13,3,9,1,3,1,12.983043837154916,13.288724914619554,13.288724914619554
DET,DET,No,6.1,6.1,2026,2026,2021,1,1,1,1,2304,324,48,18,0,0,5,5,1,1,1444,36,38,6,1089,16,33,4,1.6384,1.44,1.28,1.2,0.004995855837665541,0.002621775576535004,0.07068136839129206,0.051203277009728626,0.00818521020443122,0.003775356830210406,0.09047215154085383,0.061443932411674354,57.0025,2.7556,7.55,1.66,25,24,26,Detroit Tigers,Detroit Tigers,Michigan,953873,584973,1544.4899999999998,470.89,39.3,21.7,0,0,39,26,162,57,Bryan Garcia,4,1,2,1,368900,209037,11,11,215.0,215,16,16,RP,RP,0.4753086419753086,0.4035087719298245,4,16,2,4,1024,144,32,12,368900,209037,576600,564400,0.004,0.005,576600,564400,0.0,5861.4336,0.0,76.56,576600,564400,21500000,19350000,576600,564400,77,23,1.5011196963456546,0.6889,1.22520190023753,0.83,3.4596000000000005,1.6641000000000001,1.86,1.29,4,4,625,100,25,10,9,4,3,2,12.818280883584768,13.264904064186439,13.264904064186439
PIT,ATL,No,6.2,6.2,2027,2026,2021,1,1,0,0,7225,324,85,18,0,0,2,7,2,1,2025,49,45,7,1936,49,44,7,4.37190082644628,2.777777777777778,2.090909090909091,1.6666666666666667,0.0010911812713614514,0.004056959714390038,0.03303303303303303,0.06369426751592358,0.004770536302067833,0.011269332539972325,0.06906906906906907,0.1061571125265393,28.622499999999995,16.160399999999996,5.35,4.02,23,22,23,Pittsburgh Pirates,Atlanta Braves,Pennsylvania,2189978,1938484,5476.0,246.48999999999998,74.0,15.7,16,2,16,6,161,60,Bryse Wilson,49,0,7,0,199355,82654,9,18,225.0,225,17,26,SP,RP,0.3726708074534161,0.5833333333333334,0,1,0,1,2116,225,46,15,199355,82654,570500,575000,0.004,0.001,570500,575000,0.0,0.0,0.0,0.0,570500,575000,1500000,95750000,570500,575000,60,35,1.5011196963456546,0.0625,1.22520190023753,0.25,2.1025,2.9583999999999997,1.45,1.72,5,3,484,81,22,9,9,1,3,1,12.202842434009888,13.254268448284268,13.254268448284268
ARI,ARI,No,6.2,6.2,2024,2024,2021,1,1,0,0,8649,36,93,6,0,0,5,4,1,1,4096,16,64,4,3721,16,61,4,3.8740236835474926,1.5625,1.9682539682539681,1.25,0.00379031366005837,0.009070294784580497,0.0615655233069481,0.09523809523809523,0.014683764887139709,0.014172335600907028,0.12117658555653278,0.11904761904761904,23.3289,6.604899999999999,4.83,2.57,29,28,29,Arizona Diamondbacks,Arizona Diamondbacks,Arizona,3525334,2139094,12927.69,196.0,113.7,14.0,13,4,45,5,163,60,Caleb Smith,81,0,9,0,1386240,90776,1,1,205.0,205,6,6,SP,SP,0.3251533742331288,0.4166666666666667,0,0,0,0,15376,225,124,15,1386240,90776,1386240,586500,0.015,0.001,1386240,586500,435.55690000000004,0.0,20.87,0.0,1465000,586500,8500000,24650000,1465000,586500,53,25,0.5184,0.016900000000000002,0.72,0.13,1.8769000000000002,1.6641000000000001,1.37,1.29,1,1,3969,144,63,12,16,0,4,0,14.142105603914654,14.142105603914654,14.142105603914654
MIN,MIN,No,6.0,6.0,2025,2025,2021,1,1,1,1,3025,196,55,14,0,0,6,7,1,1,576,36,24,6,529,25,23,5,14.822500000000002,5.975308641975309,3.85,2.4444444444444446,0.0012056327160493829,0.0025000000000000005,0.034722222222222224,0.05,0.017870490933641976,0.01493827160493827,0.13368055555555555,0.12222222222222222,10.4329,5.0625,3.23,2.25,33,32,34,Minnesota Twins,Minnesota Twins,Minnesota,1783182,1083182,4096.0,400.0,64.0,20.0,0,0,59,17,163,60,Caleb Thielbar,0,1,0,1,700000,174440,6,6,205.0,205,17,17,RP,RP,0.4478527607361963,0.6,0,0,0,0,5929,484,77,22,700000,174440,700000,563500,0.006,0.003,700000,563500,3678.4224999999997,0.0,60.65,0.0,700000,563500,41750000,134000000,700000,563500,73,36,1.4884,0.2025,1.22,0.45,1.3688999999999998,1.3224999999999998,1.17,1.15,3,3,400,81,20,9,49,4,7,2,13.458835614025542,13.458835614025542,13.458835614025542
PHI,LAA,No,6.1,6.1,2022,2022,2021,1,1,0,0,729,100,27,10,0,0,6,3,2,5,196,16,14,4,196,16,14,4,1.8304498269896197,3.3611111111111107,1.3529411764705883,1.8333333333333333,0.005708641975308642,0.0020567561869797055,0.07555555555555556,0.0453514739229025,0.010449382716049383,0.006912986072904011,0.10222222222222223,0.08314436885865459,25.401600000000002,6.0516,5.04,2.46,29,28,29,Philadelphia Phillies,Los Angeles Angels,Pennsylvania,7395643,6845859,625.0,216.08999999999997,25.0,14.7,1,0,26,11,162,60,Cam Bedrosian,0,0,0,0,98144,1037037,7,1,225.0,225,14,10,RP,RP,0.5061728395061729,0.4333333333333333,0,0,0,0,529,121,23,11,98144,1037037,570500,2800000,0.001,0.016,570500,2800000,0.0,0.0,0.0,0.0,570500,2800000,158800000,260850000,570500,2800000,82,26,1.5011196963456546,0.16000000000000003,1.22520190023753,0.4,3.0976,1.1881000000000002,1.76,1.09,2,1,289,36,17,6,0,0,0,0,11.494191066913977,13.254268448284268,13.254268448284268
KC,KC,No,6.4,6.4,2027,0,2021,1,1,1,1,4761,361,69,19,0,0,5,3,2,2,1296,81,36,9,1225,64,35,8,3.257584770969661,4.694444444444444,1.8048780487804879,2.1666666666666665,0.0028256674622408207,0.0020567561869797055,0.05315700764942305,0.0453514739229025,0.009204851292820185,0.009655327655543618,0.09594191624530013,0.09826152683295541,13.5424,24.1081,3.68,4.91,23,22,24,Kansas City Royals,Kansas City Royals,Missouri,495179,90335,7344.490000000001,216.08999999999997,85.7,14.7,11,3,24,5,163,59,Carlos Hernandez,4,1,2,1,404844,90335,4,4,245.0,245,9,9,SP,SP,0.4601226993865031,0.423728813559322,0,0,0,0,5476,169,74,13,404844,90335,570500,563500,0.004,0.003,570500,563500,3969.0,0.0,63.0,0.0,570500,563500,41500000,7550000,570500,563500,75,25,3.1329000000000002,0.0009,1.77,0.03,1.6384,2.9240999999999997,1.28,1.71,2,2,1681,36,41,6,36,0,6,0,12.911257086700623,13.254268448284268,13.254268448284268
STL,STL,No,6.0,6.0,2024,2024,2021,5,5,4,3,5929,1024,77,32,200000,200000,2,2,2,2,3364,676,58,26,3249,484,57,22,2.506944444444444,2.8899999999999997,1.5833333333333333,1.7,0.00236221983703636,0.0030864197530864196,0.048602673147023094,0.05555555555555555,0.005921953897014762,0.008919753086419752,0.07695423248278656,0.09444444444444444,38.812900000000006,98.01,6.23,9.9,25,25,29,St. Louis Cardinals,St. Louis Cardinals,Missouri,46974569,34974569,6773.29,400.0,82.3,20.0,16,5,16,5,161,58,Carlos Martinez,81,9,9,3,11500000,4259259,23,23,190.0,190,31,30,SP,SP,0.5527950310559007,0.5172413793103449,0,0,0,0,3249,289,57,17,11700000,4459259,11500000,11500000,0.077,0.061,11700000,11700000,0.0,0.0,0.0,0.0,10200000,10200000,17000000,7000000,51000000,51000000,89,30,1.5011196963456546,0.38616860499155536,1.22520190023753,0.6214246575342464,1.8769000000000002,4.41,1.37,2.1,11,11,1296,100,36,10,16,0,4,0,16.275099399767985,16.25785759333348,16.275099399767985
